annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
282109.930668711,4,42950.49553867812,15,manufacturing,45,1,643,0
61799.80852477466,6,44327.65376405385,8,services,44,0,615,1
180841.36801228896,6,47173.74249531517,8,manufacturing,40,0,580,1
42872.01260038743,8,69079.61424096375,16,manufacturing,48,0,684,1
89199.64654397742,9,59002.20514001884,14,retail,50,0,631,1
224085.2713666532,10,34492.15217413495,12,services,47,0,585,1
33090.65735766732,3,27855.67793482772,10,tech,50,0,714,1
252830.53925164873,8,56728.34843272128,14,manufacturing,53,0,557,1
159589.82376168243,2,22197.828865989282,9,agri,27,0,639,0
282798.51287539135,4,37193.58296987888,14,services,67,0,712,1
203600.31973494473,3,34059.63528845127,15,services,41,0,714,0
636755.1176644561,3,122781.4035194583,10,tech,37,0,679,1
184466.74875085664,8,11774.629526509982,8,agri,41,1,588,0
105936.42816346858,6,26220.89768158104,7,retail,25,0,661,0
183927.60407122175,6,33332.696993653844,14,retail,42,0,674,0
280210.9605599726,7,36440.964554201746,22,tech,32,1,619,0
170904.47784750577,7,79994.26950887314,6,retail,40,0,676,1
169497.2007986242,4,42368.36278691013,18,manufacturing,41,0,546,0
80660.82626638838,3,10274.088177765449,19,manufacturing,34,0,527,0
83876.35947170119,9,92927.42242993174,7,retail,21,0,605,1
40030.41135894751,2,57909.17002523387,10,retail,42,0,698,0
936192.8243717136,5,62615.70683850864,12,retail,39,0,710,1
46917.06580134462,5,69525.10510657648,12,manufacturing,41,0,560,1
81397.09001939163,7,13038.761997175052,15,tech,35,0,752,1
79347.54086069664,4,49793.572009984,10,retail,33,0,656,0
398285.5052404152,8,74637.43382830182,7,retail,37,0,541,1
121182.18116377523,7,30791.90883990546,12,manufacturing,41,0,671,1
566788.8261441325,5,59199.81920356968,14,tech,46,0,739,1
82992.8198957075,8,66305.55648092067,10,retail,31,0,616,1
215129.22266767296,8,6201.317460568707,12,retail,47,0,718,0
70590.64776156965,1,19026.602306716763,13,tech,46,0,750,1
1390465.4814289722,8,-18543.29907239642,13,tech,45,0,652,1
49632.52188293701,9,56802.01405553608,7,services,58,0,597,1
221864.18851991816,7,106549.09137245949,17,tech,22,0,731,1
306746.47802682396,1,29234.506984510586,8,retail,59,1,731,0
246175.28392252937,8,44219.37637356648,19,manufacturing,33,0,561,1
135227.2994371959,8,80399.70364759152,12,services,42,0,642,1
142939.86556393612,7,57976.26936594703,16,services,40,0,700,1
170043.824158667,4,20789.294616744744,8,retail,26,0,704,0
140504.94998868328,8,95789.22760701485,11,retail,45,0,629,1
426718.1981270006,5,55919.727267015915,20,services,48,1,582,0
1484402.6621591495,5,43033.53102065777,11,agri,44,0,759,1
93200.48597574972,5,45516.72266777501,14,agri,25,1,656,0
41365.2742010818,8,67726.06671433628,12,retail,27,0,637,1
149002.43866140756,11,31598.404873594263,7,tech,33,0,608,1
2147273.246309832,7,97148.6237146462,14,agri,52,1,635,0
72862.21217011986,6,87759.00021509522,16,services,40,0,539,1
838287.8403942186,3,50254.39332309446,15,agri,19,0,719,0
871264.4393629527,9,51848.28159131931,13,tech,60,0,631,1
93565.00911137098,6,24618.748408117877,7,manufacturing,55,1,502,0
287501.42024365603,5,30879.817958684554,10,tech,29,0,581,1
829349.2392329072,5,15938.109775213381,13,manufacturing,35,0,717,1
111398.84729860701,6,43877.764016334266,7,retail,37,0,640,0
132776.11459862793,5,51870.30559868054,16,agri,45,0,594,0
90973.09532830995,6,2297.667796267755,11,agri,41,0,659,0
58997.08231088303,6,70667.35465390996,16,retail,33,0,629,1
85026.85739639465,5,23873.518373990162,7,retail,53,0,657,0
47861.166447383825,4,62354.351711839394,12,retail,57,1,672,0
168397.657146054,4,74217.50606420357,12,retail,39,0,592,1
75359.612627318,5,89211.61723410264,11,services,34,1,609,0
205620.17019051843,7,82911.60267425234,7,retail,55,0,598,1
34341.31247738494,9,99699.27219309885,12,agri,18,0,600,1
226586.08823812802,7,74464.6799689903,8,services,31,1,606,0
374568.12013087864,4,55031.72148913876,16,retail,49,0,629,0
22164.8805364997,1,35819.783061802096,16,manufacturing,53,0,607,0
236583.51885743404,4,46416.86352088795,11,retail,36,0,661,0
555525.0560656373,6,98883.85545995225,13,manufacturing,62,0,628,1
48550.46159565603,4,44064.76178694023,10,services,15,1,600,0
866807.6609798614,6,49845.66416785319,13,services,50,0,515,1
247463.65689144027,10,94286.69013483972,15,manufacturing,40,1,586,0
80417.58452429407,6,43000.3362189051,9,services,35,1,624,0
153926.565819706,5,26155.839635420325,11,services,48,0,717,1
284454.0228178923,3,83995.56242217524,18,services,36,1,645,0
175607.27547457273,11,25174.739824270306,9,services,29,0,544,1
278941.11814262666,3,62114.52181543624,13,tech,41,0,656,1
64817.20827731057,7,56864.88077536907,10,manufacturing,39,1,618,0
192790.77722337845,7,59472.18690712382,10,agri,32,0,689,1
39588.16556046741,5,-22592.692487088072,15,retail,34,0,547,0
145622.64604175236,7,73414.00365940404,15,manufacturing,35,0,734,1
65913.09154733659,5,48215.151005585845,20,services,23,0,681,1
78000.46423698492,6,68488.4873698162,11,tech,23,0,635,1
560224.6680550689,8,65023.80053681118,10,retail,49,0,541,1
484711.97163720214,6,59477.93023487972,14,manufacturing,25,0,547,1
299280.97322577,2,38084.60367696417,7,services,39,1,697,0
54594.43510186542,10,38415.73928784399,15,services,21,0,706,1
118609.46284995975,2,48371.18847434286,11,agri,55,0,722,0
547489.0278301941,4,55144.19571342885,11,tech,37,0,766,1
187534.27611642634,9,37279.98529195379,12,manufacturing,51,1,702,0
1655029.745894106,9,78288.09223271775,11,services,61,0,678,1
241184.58674137332,7,40164.70876850081,9,services,27,1,817,0
197214.8685214231,6,20604.462837002575,9,tech,33,0,611,1
119477.52242477944,4,67857.0663794925,13,retail,48,0,642,1
186007.24522927884,4,106434.90522011353,12,agri,33,0,542,1
139738.7886708789,11,14973.437143490493,8,services,42,0,693,1
330416.30764453916,8,46240.52325663926,12,retail,41,0,635,1
423666.6900916642,5,81917.00819988578,14,services,16,0,606,1
74162.24999308301,2,67095.15126934892,9,tech,49,0,608,1
42991.90178862629,4,68637.21176397025,20,services,38,1,594,0
25946.568035917935,5,50914.54414022873,12,agri,28,1,638,0
270490.2485544396,9,-29740.0715670864,17,services,55,0,549,0
53994.27999007523,9,57735.57148754733,13,retail,32,1,555,0
18903.633042531008,5,61204.479508913995,11,services,32,0,572,1
240044.26061039243,8,83775.1790518769,10,manufacturing,21,0,606,1
1968927.463005046,5,27470.969065903075,11,services,45,0,617,1
161769.7146600317,8,100484.5871727308,14,retail,40,0,506,1
376431.2755315059,1,40686.624042770985,12,manufacturing,22,1,613,0
176632.9904415269,5,35520.878865967956,7,manufacturing,42,0,591,1
147430.23308185313,6,28377.01260354561,8,services,48,0,704,1
408022.04467292706,4,81389.85847088827,13,services,44,0,587,1
121750.05051000834,6,17120.22696746592,3,services,53,0,720,1
212647.74876932637,8,68957.79236885477,7,services,33,0,771,1
224515.00159828493,6,25773.025558186007,10,manufacturing,57,0,731,1
83442.20757477323,8,48675.25715626196,13,manufacturing,40,0,581,1
438906.7915297858,8,4260.378305261672,15,agri,48,1,686,0
136631.1506988879,10,73561.30128140705,12,manufacturing,52,0,582,1
76439.49871981484,6,45498.79182770514,10,retail,66,0,592,0
278315.27799184894,7,66722.90862413762,7,services,29,0,596,1
66272.61328483037,6,44632.43012639319,11,tech,32,0,659,1
167406.64931556807,11,65832.43728174483,16,manufacturing,41,0,588,1
161277.3775263745,8,48616.71419156529,7,agri,36,1,652,0
482094.56456423545,9,72219.17146575538,8,services,31,1,738,0
261633.05114444747,4,66013.58422760123,11,manufacturing,24,1,572,0
158732.08202563113,6,55887.27136815487,10,services,41,0,537,1
368710.2186540115,10,22995.60856418313,6,services,47,0,605,1
653571.7170454168,3,36878.273334447214,10,services,43,1,749,0
284307.11006594746,8,26833.622739843257,16,services,23,1,698,0
164448.48184180266,3,92860.83849419623,15,tech,23,0,590,1
43833.943748222264,4,73410.76547588297,20,services,40,1,576,0
56099.73326835051,4,51132.447775964094,22,services,37,1,672,0
119943.40621517059,4,33135.508127020905,9,agri,36,0,656,0
88476.10529208244,6,26306.8623675503,14,agri,37,0,693,0
134999.8163453132,4,53674.25483145213,13,manufacturing,35,0,569,1
172240.99776490036,8,105296.28761188098,12,retail,41,1,644,0
276424.4302737706,11,50177.914942935364,15,services,51,0,712,1
151675.89020296728,2,86057.60758996438,16,manufacturing,30,0,729,1
264739.51090877317,4,58269.903702035546,10,services,44,0,563,1
173593.98201757256,6,66877.22511094557,6,manufacturing,40,0,644,1
22573.533922380735,12,35722.48080019461,11,services,22,0,629,1
63618.81927962194,3,44087.97492168609,12,services,33,0,591,0
140915.04136936995,7,25075.82285453801,14,services,40,1,598,0
48547.85333344332,11,59137.51019240468,15,retail,61,1,689,0
296537.4303212823,7,42697.31742338153,8,retail,32,1,596,0
752194.9657869551,6,60796.56699698205,11,retail,33,0,641,1
550598.887792797,4,20443.70364137716,18,retail,44,0,684,0
131473.04506177953,4,63671.828434881405,13,agri,38,1,772,0
722683.1320745095,8,55067.08677287342,6,agri,27,0,670,1
188842.28168099458,5,54106.08853825356,13,agri,22,0,700,0
116182.09559653052,4,61681.27399624581,11,manufacturing,21,0,668,1
88132.56112721209,2,42871.97352789123,11,services,48,0,635,0
120274.30805320607,5,164201.5209835878,8,retail,29,0,634,1
110395.3377556009,5,64053.371986364175,9,services,63,0,641,1
192994.3556988095,5,53153.35931361118,6,manufacturing,34,1,500,0
191104.1757376102,7,72259.22608495572,15,services,47,0,627,1
163251.30159984462,0,34362.20922050629,11,tech,28,1,680,0
251937.9660562939,3,33368.88001451876,17,services,41,0,598,0
535334.0774287726,6,74011.06040876971,9,services,54,0,751,1
420649.0419548842,3,76674.29082702112,14,manufacturing,36,0,658,1
36868.102730485545,9,85752.53376673996,9,retail,29,1,640,0
12658.432401662774,3,7244.928158647333,12,services,36,1,708,0
414289.3456558962,4,46208.32839150586,9,manufacturing,37,0,689,1
41486.41493170876,11,59888.92484585869,9,tech,30,0,729,1
129992.83312460904,1,71609.43275523292,11,agri,56,0,742,0
50507.997746437606,10,65797.48937489047,6,retail,40,1,752,0
26849.958717699446,4,24467.671469725406,8,tech,52,0,681,1
279697.16078383237,10,65442.706932914756,9,services,50,1,577,0
347720.8077926247,2,59637.06427683269,14,retail,57,0,633,0
91444.6910658982,5,59555.45866342034,12,services,27,0,764,1
12197.15135365664,5,17106.750681769623,20,retail,46,0,668,0
94254.660441932,8,21966.0299049426,14,manufacturing,34,1,619,0
240819.7495368152,4,104366.91986637088,10,manufacturing,38,0,611,1
37089.4718696896,2,79583.3762430939,13,services,29,0,574,1
195508.6532896492,6,48110.898491679916,14,manufacturing,63,1,714,0
160282.01730910433,7,48623.35547772042,8,services,32,0,618,1
290480.4338359429,6,116684.95744554001,13,retail,46,0,581,1
183428.5263486986,7,51360.00552985597,7,retail,27,0,589,1
61508.52481819482,3,46496.29726301061,15,manufacturing,37,0,467,0
538515.4692194473,5,26197.740469015465,13,manufacturing,50,0,699,1
138894.56887041376,10,42990.074065838824,12,retail,43,1,633,0
158370.96827782033,5,-485.3108555214325,9,retail,30,0,563,0
64005.99571027009,8,65623.78995350108,12,manufacturing,32,0,747,1
104476.53177064472,6,87777.76990529151,10,retail,41,1,653,0
67184.4624323639,8,88111.94451911491,14,agri,39,1,493,0
136906.56160996892,6,28926.24403028342,9,manufacturing,26,1,700,0
901403.6875481005,5,-18840.636449034395,14,services,36,1,579,0
41278.57408600473,5,60178.2413451351,12,services,38,1,691,0
32417.01123531903,5,89561.19049144909,14,tech,45,1,685,0
708687.7698536613,5,1875.831733771074,12,manufacturing,50,1,659,0
132015.7249454798,8,38791.86086271294,11,services,46,1,562,0
83360.28378733988,7,60722.4386087723,9,agri,43,0,563,0
460424.73867770174,4,24768.14437991781,14,services,43,0,646,0
88821.53938980165,3,-1844.7195880766442,13,retail,44,1,584,0
1010554.4651149549,3,27688.6100664019,14,manufacturing,49,0,735,1
320592.4185990887,7,32927.44008558969,17,tech,56,1,642,0
99916.34769647106,2,-6584.840283111382,10,agri,30,0,579,0
1407475.4734980476,9,82146.31910511898,11,retail,35,1,719,0
88812.71245371588,6,96617.46246366519,9,manufacturing,50,0,516,1
341839.07761143305,9,50886.70582259082,8,manufacturing,30,0,640,1
219540.6263847782,10,71884.61467720082,13,retail,27,1,688,0
598236.410084915,4,5624.324042571434,13,services,33,0,577,0
775692.2975295301,5,45752.65139943651,17,retail,40,0,619,1
168047.8684526165,7,32632.86384799027,16,retail,35,0,602,0
76617.60270490912,4,62346.72196479538,9,agri,43,0,571,0
257808.4491343509,5,-30940.45599616215,14,services,37,0,655,0
82642.93595834129,7,40877.88516470577,10,retail,36,0,709,1
1218812.092302444,7,68852.02388142413,12,agri,23,1,790,0
186565.06497471538,5,57145.92556852965,8,services,45,0,703,1
112947.50685864317,10,73487.2098470966,10,agri,46,0,631,1
195766.97069692274,6,32048.73254688347,8,manufacturing,38,1,728,0
42314.018234250696,7,-34699.53857103071,13,retail,41,0,570,0
61598.07884717127,6,82966.53283976889,8,tech,41,0,612,1
540588.6448810967,7,72774.38529593323,11,services,50,0,716,1
84381.69059979192,8,97062.71705757282,9,services,42,0,603,1
57130.24940724681,5,52227.692560589785,9,manufacturing,26,0,654,1
278355.05458005914,5,62487.175220444165,13,retail,59,1,600,0
532694.9190026685,5,119877.43109510302,17,retail,52,0,634,1
334019.05147121084,9,-5530.315027551232,10,manufacturing,40,0,645,1
440668.2861549653,3,63341.11886683975,12,agri,41,0,682,0
76359.28478434717,2,86532.18810933127,9,agri,42,0,661,0
39268.94701601073,7,56377.45138243303,11,tech,32,0,700,1
730389.8063842019,3,51989.21237388306,11,retail,51,0,677,1
117867.94435772882,3,5492.832554023647,9,services,50,0,636,0
126648.01517133445,5,94016.6944913911,9,agri,39,0,607,1
614272.6364298554,5,82068.20498496274,15,services,46,1,585,0
283858.17522531317,2,88476.76818994782,7,retail,50,0,459,0
256757.6112844788,7,49353.38417747086,14,retail,42,1,641,0
1418346.5431552213,5,40378.11310699879,12,services,29,0,569,1
85517.96669389,12,49798.82480643899,7,manufacturing,46,0,588,1
411613.5192813174,5,100979.68071276594,15,manufacturing,40,0,628,1
172303.56705718036,6,42190.766686375835,11,services,29,1,613,0
212903.0717394606,10,94458.2863757639,9,services,50,0,688,1
750480.1092794267,1,45587.06047686545,10,agri,42,0,638,0
270448.1714910403,11,24282.26054126261,13,services,37,1,763,0
278812.8588818295,6,-12317.32132352811,8,services,60,1,803,0
475683.1866280381,5,67223.90152601076,10,services,34,0,628,1
112989.17204099297,7,73043.66357644302,9,services,30,0,590,1
70318.50925303386,7,15483.9508790208,9,manufacturing,41,0,526,0
57250.45139298155,5,94305.90015091009,9,manufacturing,38,0,777,1
22780.11785543283,8,8558.696713035286,15,services,34,0,599,0
1272134.975338717,6,71253.14598242853,15,manufacturing,54,1,612,0
54002.8247454017,5,72724.46943350669,9,services,28,0,601,1
130450.14164912503,7,82194.94452793886,6,agri,43,0,627,1
123400.03821176043,3,-9123.925458795715,4,services,40,0,616,0
221329.25154576395,6,82006.1807059702,11,manufacturing,39,0,707,1
367962.8321799604,5,45654.73262913407,8,tech,51,0,457,1
384797.87998335436,14,39789.165272494734,10,retail,60,0,636,1
90846.1378311683,5,74750.28424297817,10,manufacturing,40,0,700,1
137706.27946929075,13,78820.58692074938,9,manufacturing,48,1,601,0
215902.01521685306,6,-9658.996887466214,12,retail,40,0,691,0
126919.57204162584,2,11306.369400170097,11,retail,40,0,656,0
812073.0482690043,4,85976.3762479269,12,manufacturing,44,0,599,1
265926.42496781936,4,64249.67231541162,18,services,41,1,523,0
339380.70710677275,5,55452.56923466374,19,tech,30,1,678,0
315805.3332324004,3,20429.893357993104,15,retail,53,0,672,0
526219.5802120856,10,63165.249526760876,12,services,44,0,598,1
195052.01756255934,5,86567.96394820149,9,services,39,0,703,1
44496.59961302091,4,119537.98788929697,17,manufacturing,33,0,616,1
242725.86349919336,6,39374.393149705335,10,services,42,1,722,0
84850.24059640206,8,76312.58535951523,14,tech,37,0,671,1
95930.8902765724,6,105646.44740398636,5,manufacturing,41,0,753,1
292542.1444179212,7,6539.1840000514785,12,tech,38,0,675,1
561452.8462403443,3,103973.8552557157,7,services,31,0,651,1
166253.92657510526,10,56019.30760616048,10,services,56,1,518,0
221645.161970972,7,52245.92896826344,15,manufacturing,30,0,653,1
892886.6718971877,10,33748.1364176975,10,retail,32,0,633,1
207057.7832623881,3,39083.161981740595,10,services,46,0,763,1
2194979.1688661706,3,27649.63393972412,13,retail,43,0,664,1
286504.53547260567,5,21409.278695826186,15,retail,46,0,704,0
27979.775954536417,8,63488.675132853015,11,services,45,0,748,1
345705.1838777145,4,83380.62312846522,15,retail,32,0,743,1
238269.67153409068,11,18567.611448518703,16,manufacturing,46,1,643,0
591107.2512279422,4,29144.970340505424,12,retail,33,0,799,1
319074.9640782408,11,57690.34932954745,11,manufacturing,50,0,614,1
141710.85326643975,2,16564.981900024526,6,services,30,1,743,0
47844.036674414994,4,57323.90122501794,12,agri,32,1,597,0
132055.39104980134,3,41909.3257608307,18,manufacturing,32,1,710,0
69527.63273136652,2,861.6228333725528,7,tech,43,0,582,0
91078.45438711769,8,64148.912360235554,8,agri,39,0,693,1
293190.66331955814,3,33169.412691632075,9,services,41,0,590,0
864498.2020544705,11,80751.45528501664,12,manufacturing,38,0,577,1
241511.29709041843,4,44135.125582356624,15,agri,39,1,582,0
49223.032735481574,6,28660.684735854633,16,agri,35,0,684,0
253876.36314420585,3,49002.657798354114,10,manufacturing,24,1,684,0
538547.7730285848,7,87259.12294745303,11,tech,26,0,684,1
88452.15786071963,3,105254.67581825418,14,tech,31,0,665,1
142341.27999447877,3,67792.13339684294,7,services,36,0,616,1
165163.00837206817,5,32329.05048803921,9,agri,54,0,599,0
74243.21610619753,13,50978.20948304273,23,services,29,1,577,0
311227.81087049603,6,47047.48088875494,16,retail,29,0,573,0
144213.74977353448,5,45492.794335473365,11,services,21,0,734,1
247590.74590367865,7,42368.29908073401,12,manufacturing,45,1,575,0
67004.01501655775,13,21037.179713905753,13,retail,37,1,584,0
105086.7732418524,6,79268.56527027715,11,manufacturing,27,1,580,0
335166.0493911327,6,75823.3949133712,15,retail,39,0,557,1
112102.26879781764,2,50694.877569204065,10,agri,34,1,671,0
